,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (),PDO (),,Zone Starts (EV),Zone Starts (EV),,,,,,,,-additional
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,-9999
244,Kevin Fiala,29,LAK,LW,56,928,783,54.2,2.6,644,563,53.4,2.5,7.6,89.2,96.8,55.9,44.1,19:07,15:41,19,75,2.7,320,45.9,fialake01
245,Jack Finley,23,TOT,C,44,311,346,47.3,-5.3,218,252,46.4,-5.6,5.7,95.1,100.8,32.5,67.5,9:43,8:51,1,12,-0.7,45,57.8,finleja01
245,Jack Finley,23,STL,C,22,168,185,47.6,-2.9,113,134,45.7,-3.6,5.3,94.8,100.1,20.9,79.1,11:00,9:38,1,7,-1.2,26,57.7,finleja01
245,Jack Finley,23,TBL,C,22,143,161,47.0,-7.7,105,118,47.1,-7.6,6.2,95.5,101.6,44.4,55.6,8:25,8:04,0,5,0.5,19,57.9,finleja01
246,Emmitt Finnie,20,DET,C,82,1038,1065,49.4,0.5,747,771,49.2,-0.9,9.6,89.3,98.9,47.1,52.9,15:30,13:26,24,74,-4.3,213,56.3,finniem01
247,Cale Fleury,27,SEA,D,23,263,372,41.4,-0.8,203,254,44.4,2.0,10.0,92.8,102.8,34.7,65.3,16:18,15:23,4,20,-1.9,53,41.5,fleurca01
248,Haydn Fleury,29,WPG,D,38,372,491,43.1,-6.0,275,373,42.4,-7.0,8.1,85.4,93.5,51.0,49.0,13:56,12:23,8,28,-7.2,70,37.1,fleurha01
249,Warren Foegele,29,TOT,LW,68,760,819,48.1,-5.2,544,593,47.8,-4.9,8.4,92.6,101.0,44.8,55.2,13:46,12:08,14,67,-7.3,228,46.1,foegewa01
249,Warren Foegele,29,LAK,LW,47,591,602,49.5,-3.3,413,425,49.3,-2.4,6.3,91.7,98.0,44.8,55.2,14:45,12:57,11,52,-4.8,166,47.0,foegewa01
249,Warren Foegele,29,OTT,LW,21,169,217,43.8,-10.6,131,168,43.8,-11.2,14.5,95.1,109.6,44.9,55.1,11:35,10:18,3,15,-2.5,62,43.5,foegewa01
250,Tyson Foerster,24,PHI,RW,29,310,371,45.5,-1.9,226,247,47.8,-0.8,13.2,93.2,106.3,42.6,57.4,17:18,13:52,11,17,3.2,104,58.7,foersty01
251,Marcus Foligno,34,MIN,LW,56,611,637,49.0,1.7,441,439,50.1,2.3,5.6,89.5,95.0,38.0,62.0,12:51,11:17,11,29,-2.3,106,61.3,foligma01
252,Nick Foligno,38,TOT,LW,54,457,485,48.5,1.2,331,339,49.4,2.1,10.3,88.9,99.2,37.2,62.8,12:39,10:22,7,30,-1.1,79,62.0,foligni01
252,Nick Foligno,38,CHI,LW,37,286,348,45.1,-0.4,202,248,44.9,-0.1,12.8,91.0,103.8,33.2,66.8,12:48,10:26,4,20,-4.2,51,58.8,foligni01
252,Nick Foligno,38,MIN,LW,17,171,137,55.5,4.4,129,91,58.6,6.5,6.9,81.8,88.7,46.8,53.2,12:19,10:14,3,10,3.1,28,67.9,foligni01
253,Nolan Foote,25,FLA,LW,12,124,123,50.2,-0.6,84,84,50.0,1.5,5.8,88.1,93.9,48.6,51.4,10:48,10:36,2,2,-1.3,27,48.1,footeno01
254,Derek Forbort,33,VAN,D,2,7,17,29.2,-17.8,5,10,33.3,-12.3,25.0,87.5,112.5,50.0,50.0,13:56,10:55,0,5,-0.7,1,100.0,forbode01
255,Parker Ford,25,WPG,F,15,103,136,43.1,-6.4,74,95,43.8,-5.9,8.7,89.7,98.4,38.3,61.7,9:45,9:02,2,1,-2.6,25,40.0,fordpa01
256,Filip Forsberg,31,NSH,C,82,1378,1239,52.7,3.9,993,956,50.9,3.6,10.1,89.6,99.7,52.7,47.3,18:53,15:51,48,105,2.0,551,44.6,forsbfi01
257,Gustav Forsling,29,FLA,D,80,1537,1360,53.1,1.7,1116,1017,52.3,1.9,10.6,87.2,97.9,52.1,47.9,22:38,18:59,29,59,-1.6,278,40.3,forslgu02
258,Drew Fortescue,20,NYR,D,9,110,134,45.1,-4.9,78,96,44.8,-5.5,17.4,93.3,110.7,40.0,60.0,14:51,14:38,0,5,-0.1,13,23.1,fortedr01
259,Liam Foudy,25,NYI,C,1,6,10,37.5,-23.0,2,9,18.2,-39.9,0.0,100.0,100.0,33.3,66.7,11:17,11:17,0,1,-0.2,2,50.0,foudyli01
260,Cam Fowler,34,STL,D,82,1388,1456,48.8,1.2,982,1076,47.7,-0.2,9.9,89.3,99.2,53.6,46.4,21:05,18:18,19,63,0.6,226,40.3,fowleca01
261,Adam Fox,27,NYR,D,55,1180,930,55.9,10.5,822,686,54.5,9.2,11.0,89.6,100.6,56.3,43.7,23:38,19:33,36,65,10.9,274,33.2,foxad01
262,Ethen Frank,27,WSH,F,62,628,697,47.4,-2.1,454,473,49.0,-2.0,11.3,92.3,103.5,32.7,67.3,12:14,10:43,8,29,2.8,166,54.8,franket01
263,Trent Frederic,27,EDM,C,74,654,741,46.9,-4.6,484,512,48.6,-3.3,5.6,89.5,95.1,43.5,56.5,11:02,10:55,9,35,-1.2,139,55.4,fredetr01
264,Anton Frondell,18,CHI,C,12,162,212,43.3,-0.1,122,160,43.3,0.9,13.3,89.0,102.2,50.4,49.6,17:42,14:09,2,11,-3.3,70,51.4,frondan01
265,Morgan Frost,26,CGY,C,82,1006,1013,49.8,1.2,727,747,49.3,1.1,9.3,87.7,97.0,66.8,33.2,15:30,12:48,20,48,-1.4,265,52.8,frostmo01
266,Jonah Gadjovich,27,FLA,LW,10,68,81,45.6,-8.0,39,51,43.3,-9.0,11.5,96.6,108.1,42.6,57.4,7:57,7:55,3,3,0.8,12,66.7,gadjojo01
267,Brendan Gallagher,33,MTL,RW,77,809,803,50.2,1.9,567,563,50.2,0.5,9.8,90.1,100.0,46.3,53.7,12:21,10:59,11,37,1.1,235,51.5,gallabr01
268,Conor Garland,29,TOT,RW,71,979,1065,47.9,0.0,716,780,47.9,0.1,6.9,89.4,96.2,43.6,56.4,17:12,13:48,28,75,-2.8,272,50.4,garlaco01
268,Conor Garland,29,VAN,RW,50,713,812,46.8,0.3,530,602,46.8,0.6,6.9,89.8,96.7,42.6,57.4,18:57,14:34,22,63,-3.4,209,49.3,garlaco01
268,Conor Garland,29,CBJ,RW,21,266,253,51.3,0.1,186,178,51.1,-0.2,6.8,87.8,94.7,46.6,53.4,13:01,11:59,6,12,0.6,63,54.0,garlaco01
269,Marc Gatcomb,26,NYI,F,49,408,421,49.2,0.0,303,285,51.5,2.6,5.6,91.5,97.1,51.7,48.3,10:05,10:04,6,12,2.5,94,58.5,gatcoma01
270,Jacob Gaucher,24,PHI,F,4,29,26,52.7,0.6,21,16,56.8,5.6,0.0,90.0,90.0,58.8,41.2,8:49,8:16,0,3,0.2,6,66.7,gauchja01
271,Nathan Gaucher,22,ANA,C,3,20,22,47.6,-10.3,18,16,52.9,-4.4,0.0,80.0,80.0,56.3,43.8,8:01,7:44,1,1,-0.4,2,100.0,gauchna01
272,Adam Gaudette,29,SJS,C,66,563,721,43.8,-3.0,393,510,43.5,-2.4,10.8,89.4,100.2,34.9,65.1,11:28,10:28,13,26,-4.2,187,51.3,gaudead01
273,Frédérick Gaudreau,32,SEA,C,68,731,1056,40.9,-5.8,525,738,41.6,-5.8,10.7,92.0,102.7,25.3,74.7,16:09,13:51,25,36,-11.2,157,44.6,gaudrfr01
274,Brendan Gaunce,31,CBJ,C,25,242,251,49.1,-1.6,161,173,48.2,-2.2,9.4,89.3,98.7,28.9,71.1,11:54,10:10,6,7,-2.1,61,47.5,gauncbr01
275,Cutter Gauthier,22,ANA,LW,76,1329,1074,55.3,4.5,954,781,55.0,4.1,11.1,86.8,97.9,59.5,40.5,17:15,14:08,19,74,3.0,559,51.2,gauthcu01
276,Vladislav Gavrikov,30,NYR,D,82,1547,1535,50.2,1.7,1082,1133,48.8,1.0,9.7,90.0,99.7,52.1,47.9,23:44,20:04,22,103,0.3,320,37.2,gavrivl01
277,Conor Geekie,21,TBL,C,14,117,141,45.3,-3.4,78,108,41.9,-5.4,8.9,87.1,96.0,56.6,43.4,9:54,9:35,3,10,-0.7,21,47.6,geekico01
278,Morgan Geekie,27,BOS,C,81,1142,1182,49.1,0.6,797,859,48.1,-1.1,11.9,89.6,101.6,54.6,45.4,17:24,14:25,20,78,-8.2,355,51.0,geekimo01
279,Mason Geertsen,30,BUF,D,5,14,16,46.7,-3.0,11,10,52.4,4.8,0.0,87.5,87.5,41.7,58.3,4:07,4:06,0,0,-0.5,2,50.0,geertma01
280,Isaiah George,21,NYI,D,4,29,59,33.0,-17.0,23,37,38.3,-9.7,16.7,92.0,108.7,25.0,75.0,13:22,13:10,2,2,-0.2,6,33.3,georgis01
281,Dennis Gilbert,29,OTT,D,8,87,91,48.9,-8.5,66,56,54.1,-4.5,6.7,91.2,97.8,51.9,48.1,12:41,12:26,0,6,0.4,7,28.6,gilbede01
282,Patrick Giles,26,SJS,F,3,19,26,42.2,2.1,11,18,37.9,0.4,11.1,100.0,111.1,25.0,75.0,8:52,8:29,0,1,0.9,5,40.0,gilespa01
283,Adam Ginning,26,PHI,D,5,36,72,33.3,-14.5,22,56,28.2,-21.6,16.7,94.3,111.0,48.4,51.6,15:20,13:33,0,5,-1.6,9,22.2,ginniad01
284,Samuel Girard,27,TOT,D,60,1074,911,54.1,0.2,755,651,53.7,0.3,11.6,89.8,101.4,49.5,50.5,18:06,17:05,11,54,12.5,144,28.5,girarsa01
284,Samuel Girard,27,COL,D,40,742,568,56.6,1.6,516,409,55.8,1.4,11.1,89.9,101.0,47.8,52.2,17:41,16:35,9,36,10.1,109,28.4,girarsa01
284,Samuel Girard,27,PIT,D,20,332,343,49.2,-2.0,239,242,49.7,-1.3,12.9,89.6,102.5,52.5,47.5,18:56,18:03,2,18,2.4,35,28.6,girarsa01
285,Zemgus Girgensons,32,TBL,C,74,827,827,50.0,-4.9,594,596,49.9,-4.1,8.7,92.3,101.0,37.1,62.9,14:46,12:48,6,42,-5.7,176,50.6,girgeze01
286,Claude Giroux,38,OTT,C/LW,82,1043,871,54.5,2.4,772,615,55.7,2.9,12.6,89.2,101.9,48.7,51.3,16:18,12:43,24,52,7.4,248,55.6,giroucl01
287,Cody Glass,26,NJD,C,70,817,771,51.4,-0.7,585,554,51.4,-0.4,10.4,90.3,100.7,46.2,53.8,13:37,12:31,8,35,-2.0,178,59.0,glassco01
288,Luke Glendening,36,TOT,C,70,456,671,40.5,-11.9,337,459,42.3,-10.0,7.3,92.1,99.4,39.7,60.3,10:32,8:51,6,11,-9.9,83,60.2,glendlu01
288,Luke Glendening,36,NJD,C,52,326,495,39.7,-13.6,234,348,40.2,-12.6,5.1,91.5,96.6,44.1,55.9,9:54,8:20,6,8,-9.5,52,57.7,glendlu01
288,Luke Glendening,36,PHI,C,18,130,176,42.5,-7.0,103,111,48.1,-2.7,13.1,93.9,107.1,30.1,69.9,12:23,10:20,0,3,-0.3,31,64.5,glendlu01
289,Gage Goncalves,25,TBL,C,74,821,728,53.0,0.0,594,538,52.5,0.1,16.1,90.0,106.1,58.9,41.1,13:05,11:53,18,58,7.6,145,53.1,goncaga01
290,Barclay Goodrow,32,SJS,RW,82,561,800,41.2,-6.9,379,545,41.0,-6.4,7.6,90.0,97.6,31.5,68.5,11:21,9:22,11,37,-10.3,123,53.7,goodrba01
291,Shayne Gostisbehere,32,CAR,D,55,1026,696,59.6,-0.6,765,522,59.4,0.6,11.1,86.6,97.7,70.2,29.8,19:14,16:01,19,54,13.5,282,41.1,gostish01
292,Yanni Gourde,34,TBL,C,82,1042,955,52.2,-1.3,740,691,51.7,-1.0,9.0,89.6,98.7,39.5,60.5,16:22,14:08,26,77,-1.2,215,53.0,gourdya01
293,Collin Graf,23,SJS,F,81,875,1100,44.3,-3.8,622,801,43.7,-3.9,12.9,90.5,103.3,45.9,54.1,16:27,13:29,34,55,-3.2,215,55.3,grafco01
294,Mikael Granlund,33,ANA,C,58,900,832,52.0,-1.8,688,607,53.1,-0.7,9.7,86.9,96.7,48.9,51.1,19:10,14:16,21,48,6.7,221,52.9,granlmi01
295,Kevin Gravel,33,NSH,D,1,7,21,25.0,-18.3,6,14,30.0,-9.6,20.0,88.9,108.9,36.4,63.6,16:36,15:52,0,1,-0.4,1,100.0,graveke01
296,Ryan Graves,30,PIT,D,22,302,286,51.4,0.9,208,181,53.5,3.3,8.3,87.2,95.5,43.2,56.8,15:18,14:47,7,20,1.3,72,29.2,gravery01
297,Nikita Grebenkin,22,PHI,RW,55,501,537,48.3,1.1,342,379,47.4,-0.3,8.7,88.6,97.3,43.3,56.7,11:17,11:05,13,35,0.1,73,43.8,grebeni01
298,Ryan Greene,22,CHI,C,81,972,1224,44.3,-2.1,722,936,43.5,-2.5,9.7,90.1,99.8,48.0,52.0,16:45,13:46,21,51,-17.7,200,54.5,greenry01
299,Jordan Greenway,28,BUF,LW,40,333,461,41.9,-7.6,253,321,44.1,-5.5,5.3,90.2,95.5,30.7,69.3,12:27,10:35,6,19,-4.2,68,47.1,greenjo02
300,A.J. Greer,29,FLA,LW,78,928,754,55.2,3.9,675,555,54.9,4.2,12.3,89.5,101.7,56.4,43.6,12:26,11:45,9,52,4.4,207,50.2,greeraj01
301,Noah Gregor,27,FLA,C,37,269,323,45.4,-6.9,183,222,45.2,-6.7,9.3,86.4,95.7,53.7,46.3,9:34,9:03,5,11,-2.3,90,46.7,gregono01
302,Ridly Greig,23,OTT,C,77,1005,953,51.3,-1.9,742,681,52.1,-2.0,12.1,88.9,101.0,41.3,58.7,16:42,13:37,20,49,2.6,248,51.6,greigri01
303,Matvei Gridin,19,CGY,F,37,434,554,43.9,-4.3,313,398,44.0,-4.1,9.8,87.4,97.2,70.5,29.5,15:10,13:12,7,42,-6.0,140,50.0,gridima01
304,Arseny Gritsyuk,24,NJD,RW,66,1085,760,58.8,9.4,799,555,59.0,9.6,8.3,87.7,96.0,53.2,46.8,15:10,14:08,24,46,10.5,269,55.4,gritsar01
305,Maxim Groshev,24,TBL,RW,2,16,31,34.0,-3.6,13,24,35.1,-7.1,10.0,100.0,110.0,13.3,86.7,11:30,11:29,0,1,-1.2,1,100.0,groshma01
306,Tyson Gross,23,CGY,F,6,39,72,35.1,-11.3,32,57,36.0,-12.3,12.5,87.2,99.7,31.4,68.6,11:02,10:04,1,2,-1.6,9,55.6,grossty01
307,Benoit-Olivier Groulx,25,TOR,C,13,109,211,34.1,-9.0,79,159,33.2,-9.4,18.0,92.7,110.7,31.6,68.4,15:42,12:25,0,11,-5.7,32,46.9,groulbe01
308,Carl Grundström,28,PHI,RW,47,403,470,46.2,-3.5,279,329,45.9,-4.2,12.7,91.9,104.5,46.8,53.2,11:51,11:05,7,21,0.4,111,50.5,grundca01
309,Matt Grzelcyk,32,CHI,D,69,930,1057,46.8,0.8,707,800,46.9,1.5,10.0,89.7,99.7,54.7,45.3,16:58,15:44,21,46,-11.8,159,42.8,grzelma01
310,Radko Gudas,35,ANA,D,56,913,824,52.6,0.4,653,595,52.3,0.0,8.6,89.8,98.4,49.6,50.4,16:11,14:32,8,44,1.5,169,37.3,gudasra01
311,Erik Gudbranson,34,CBJ,D,37,427,625,40.6,-14.4,309,445,41.0,-14.0,12.4,92.1,104.5,37.3,62.7,17:46,15:01,7,33,-8.2,88,38.6,gudbrer01
312,Dylan Guenther,22,UTA,RW,79,1228,1055,53.8,0.4,899,761,54.2,1.2,11.6,88.9,100.5,53.6,46.4,17:24,13:53,16,68,7.9,530,45.7,guentdy01
313,Jake Guentzel,31,TBL,C,81,1310,1113,54.1,1.4,946,847,52.8,0.6,13.7,87.8,101.6,57.5,42.5,20:15,14:51,23,73,11.9,385,57.1,guentja01
314,Kaiden Guhle,24,MTL,D,39,575,704,45.0,-5.4,420,495,45.9,-5.8,10.3,92.5,102.9,37.6,62.4,19:28,17:45,21,36,-4.4,106,36.8,guhleka01
315,Erik Gustafsson,33,DET,D,2,32,31,50.8,3.9,24,22,52.2,1.7,0.0,83.3,83.3,70.4,29.6,18:45,17:37,1,3,0.3,8,37.5,gustaer02
316,Viking Gustafsson Nyberg,22,MIN,D,2,21,34,38.2,-10.6,17,28,37.8,-15.3,27.3,87.5,114.8,40.0,60.0,21:18,17:04,1,1,-0.6,1,0.0,gustavi02
317,Brandon Hagel,27,TBL,LW,71,1346,981,57.8,6.8,973,716,57.6,7.5,13.4,89.5,102.8,54.6,45.4,19:46,15:20,35,75,17.1,459,46.6,hagelbr01
318,James Hagens,19,BOS,C,2,24,27,47.1,3.5,19,18,51.4,4.1,9.1,100.0,109.1,52.9,47.1,14:33,14:33,3,3,0.5,5,40.0,hagenja01
319,Nicolas Hague,27,NSH,D,62,1045,1041,50.1,0.3,731,794,47.9,-0.7,8.8,90.0,98.8,45.5,54.5,19:38,17:29,15,45,-6.3,166,33.7,hagueni01
320,Hunter Haight,21,MIN,C,9,86,101,46.0,-3.6,65,70,48.1,-3.7,4.1,82.9,87.0,60.8,39.2,10:50,10:23,1,4,-0.4,19,68.4,haighhu01
321,Taylor Hall,34,CAR,LW,80,1198,797,60.1,0.3,845,605,58.3,-0.8,10.9,87.6,98.4,67.5,32.5,14:32,12:52,21,64,12.2,279,49.1,hallta02
322,Filip Hallander,25,PIT,C,13,157,173,47.6,1.8,103,123,45.6,-1.2,9.2,95.2,104.4,48.8,51.2,13:09,11:51,2,12,0.8,47,46.8,hallafi01
323,Stephen Halliday,23,OTT,C,30,211,160,56.9,3.6,147,119,55.3,0.7,8.7,91.0,99.7,59.6,40.4,8:31,6:35,2,16,4.4,58,58.6,hallist01
324,Brian Halonen,27,NJD,F,15,76,105,42.0,-9.0,52,64,44.8,-7.4,10.3,89.5,99.8,50.0,50.0,7:37,7:36,3,5,-1.9,19,36.8,halonbr01
325,Lenni Hameenaho,21,NJD,RW,33,354,372,48.8,-5.0,270,264,50.6,-2.7,8.8,90.3,99.1,41.5,58.5,12:11,11:42,6,12,-2.6,91,51.6,hameele01
326,Dougie Hamilton,32,NJD,D,77,1509,1270,54.3,4.2,1090,924,54.1,4.3,8.5,89.5,98.0,52.2,47.8,21:32,18:01,14,119,2.3,456,44.3,hamildo01
327,Travis Hamonic,35,DET,D,26,304,371,45.0,-9.0,217,260,45.5,-9.4,6.2,88.8,95.0,44.8,55.2,14:23,12:41,6,19,-4.7,44,47.7,hamontr01
328,Noah Hanifin,29,VEG,D,71,1425,1241,53.5,1.4,1020,905,53.0,0.5,9.0,89.0,98.0,59.7,40.3,22:36,20:11,36,98,13.9,305,44.3,hanifno01
329,Joel Hanley,34,CGY,D,68,919,795,53.6,5.1,628,558,53.0,4.9,6.1,91.1,97.2,60.0,40.0,14:40,13:41,10,53,-0.8,118,36.4,hanlejo01
330,Jansen Harkins,28,ANA,C,44,379,390,49.3,-2.4,275,281,49.5,-2.5,6.1,91.4,97.4,43.7,56.3,9:35,9:17,6,27,-4.5,78,47.4,harkija01
331,Thomas Harley,24,DAL,D,70,1233,1369,47.4,-0.6,882,979,47.4,-1.6,11.2,89.7,101.0,50.6,49.4,23:03,20:03,36,84,5.5,289,39.1,harleth01
332,Jordan Harris,25,BOS,D,8,118,97,54.9,5.3,88,67,56.8,7.0,7.7,90.5,98.2,40.0,60.0,15:54,14:18,1,6,-0.1,19,63.2,harrijo01
333,Ryan Hartman,31,MIN,RW,76,1182,1189,49.9,1.4,854,850,50.1,0.6,8.9,91.3,100.3,48.6,51.4,16:45,14:56,23,66,1.8,354,47.2,hartmry01
334,Rafaël Harvey-Pinard,27,PIT,LW,1,7,7,50.0,3.2,6,6,50.0,5.0,25.0,100.0,125.0,33.3,66.7,11:01,11:01,0,1,0.0,3,66.7,harvera01
335,Garnet Hathaway,34,PHI,RW,66,436,528,45.2,-2.9,305,346,46.9,-1.6,7.0,90.5,97.6,39.7,60.3,10:24,9:13,9,35,0.3,73,46.6,hathaga01
336,Erik Haula,34,NSH,LW,81,1070,1141,48.4,-2.4,760,858,47.0,-2.3,8.8,89.3,98.1,48.2,51.8,16:40,13:12,15,59,-9.0,253,50.2,haulaer01
337,John Hayden,30,SEA,C,3,13,27,32.5,-13.7,9,17,34.6,-10.1,0.0,91.7,91.7,11.1,88.9,10:05,9:00,1,2,-1.1,5,40.0,haydejo01
338,Avery Hayes,23,PIT,F,16,145,177,45.0,-5.2,104,125,45.4,-5.1,11.7,88.0,99.6,56.0,44.0,11:10,10:60,5,8,-2.5,53,47.2,hayesav01
339,Kevin Hayes,33,PIT,RW,28,294,266,52.5,1.0,218,200,52.2,0.9,11.0,86.7,97.8,50.9,49.1,12:28,11:22,4,20,3.2,81,55.6,hayeske01
340,Luke Haymes,22,TOR,F,4,41,39,51.3,7.3,35,28,55.6,13.7,10.5,80.0,90.5,56.3,43.8,13:33,12:02,0,1,0.1,7,42.9,haymelu01
341,Barrett Hayton,25,UTA,C,67,861,730,54.1,1.1,617,521,54.2,1.9,9.4,89.4,98.8,46.1,53.9,15:07,12:55,13,40,12.7,208,57.2,haytoba01
342,Victor Hedman,35,TBL,D,33,509,472,51.9,-0.4,360,361,49.9,-2.3,11.2,89.8,101.0,57.1,42.9,18:52,14:40,8,40,-3.8,135,37.0,hedmavi01
343,Emil Heineman,24,NYI,LW,82,1171,1129,50.9,2.0,834,835,50.0,0.1,8.1,89.8,97.9,53.3,46.7,16:37,14:19,9,53,-4.6,324,53.7,heineem01
344,Danton Heinen,30,TOT,C/LW,46,480,443,52.0,0.8,351,311,53.0,1.2,10.6,91.5,102.0,40.4,59.6,11:20,11:01,9,21,4.9,96,45.8,heineda01
344,Danton Heinen,30,CBJ,C/LW,33,339,326,51.0,0.9,247,228,52.0,1.0,12.0,90.4,102.4,43.1,56.9,11:13,11:08,7,17,5.5,61,49.2,heineda01
344,Danton Heinen,30,PIT,C/LW,13,141,117,54.7,0.6,104,83,55.6,1.7,6.7,94.3,101.0,33.3,66.7,11:40,10:45,2,4,-0.6,35,40.0,heineda01
345,Ville Heinola,24,WPG,D,5,71,49,59.2,11.0,54,38,58.7,13.9,5.6,92.0,97.6,55.0,45.0,14:06,12:57,1,3,0.6,15,46.7,heinovi01
346,Miro Heiskanen,26,DAL,D,77,1275,1265,50.2,3.8,914,882,50.9,4.2,12.3,89.3,101.5,54.2,45.8,25:28,18:55,39,93,12.3,336,44.0,heiskmi01
347,Konsta Helenius,19,BUF,F,9,114,82,58.2,15.5,86,63,57.7,14.5,8.3,91.8,100.2,65.0,35.0,11:55,11:55,1,6,1.2,24,62.5,helenko01
348,Samuel Helenius,23,LAK,C,53,376,414,47.6,-4.6,253,267,48.7,-3.4,7.2,90.1,97.3,34.6,65.4,7:59,7:57,4,14,-0.2,84,45.2,helensa02
349,Drew Helleson,24,ANA,D,60,877,909,49.1,-5.1,644,656,49.5,-4.7,10.6,88.6,99.1,53.1,46.9,16:58,15:24,25,43,-5.2,127,30.7,helledr01
350,Adam Henrique,35,EDM,C,65,600,662,47.5,-3.3,417,431,49.2,-1.9,6.7,88.3,95.1,36.3,63.7,13:14,10:58,14,36,-2.0,164,55.5,henriad01
351,Tomáš Hertl,32,VEG,C,82,1211,938,56.4,5.7,827,661,55.6,4.2,10.2,84.3,94.6,61.5,38.5,17:02,13:26,17,52,10.1,405,49.9,hertlto01
352,Tyson Hinds,22,ANA,D,6,106,62,63.1,5.3,80,47,63.0,3.1,6.0,91.3,97.3,67.4,32.6,15:37,14:54,1,5,2.4,20,45.0,hindsty01
353,Vinnie Hinostroza,31,TOT,C,65,599,756,44.2,-5.8,415,557,42.7,-7.8,9.7,90.0,99.7,38.7,61.3,10:56,10:28,19,49,-13.4,129,50.4,hinosvi01
353,Vinnie Hinostroza,31,MIN,C,48,431,524,45.1,-3.7,292,381,43.4,-6.3,7.8,91.1,98.8,35.2,64.8,10:18,9:53,14,38,-8.2,102,45.1,hinosvi01
353,Vinnie Hinostroza,31,FLA,C,17,168,232,42.0,-12.0,123,176,41.1,-11.8,13.9,87.8,101.8,46.7,53.3,12:44,12:05,5,11,-5.2,27,70.4,hinosvi01
354,Roope Hintz,29,DAL,LW,53,690,663,51.0,5.4,486,456,51.6,5.2,14.7,90.5,105.2,47.2,52.8,17:20,13:42,5,41,10.3,205,61.5,hintzro01
355,Nico Hischier,27,NJD,C,82,1458,1213,54.6,4.2,1043,890,54.0,3.5,8.5,89.0,97.5,48.8,51.2,20:43,15:52,27,72,7.4,394,53.6,hischni01
356,Hayden Hodgson,29,OTT,RW,10,65,66,49.6,-4.5,44,55,44.4,-10.1,6.5,88.2,94.7,50.0,50.0,7:02,7:01,1,3,-0.1,11,36.4,hodgsha01
357,Nils Höglander,25,VAN,LW,38,387,379,50.5,5.1,266,290,47.8,3.0,6.0,92.3,98.3,58.2,41.8,11:31,11:19,5,26,-3.4,89,39.3,hoglani01
358,Justin Holl,34,STL,D,9,123,114,51.9,-5.2,82,87,48.5,-9.4,14.0,94.4,108.5,49.2,50.8,15:40,15:08,4,3,2.2,16,43.8,hollju01
359,Dylan Holloway,24,STL,C,59,898,878,50.6,2.9,647,646,50.0,3.0,13.5,89.9,103.4,57.7,42.3,18:15,15:43,13,42,5.5,296,54.7,hollody01
360,Pontus Holmberg,26,TBL,RW,70,862,721,54.5,0.9,616,532,53.7,1.0,9.2,90.3,99.4,38.9,61.1,13:21,13:03,12,46,3.1,200,45.5,holmbpo01
